data_coleta,titulo,resumo,instituicao,nivel,area,vagas,inscricoes_inicio,inscricoes_fim,url,status,data_publicacao,fonte,banca,salario_max
2026-06-06T23:39:37.299Z,Concursos Bahia 2026: editais abertos e previstos no estado BA!,"... TI e Analista de Compras e Contratos e Assistente. Escolaridade, Nível médio e ... Nível superior. Carreiras, Fiscal e Tecnologia da Informação. Lotação, Bahia.",Prefeitura de Salvador,Médio,Tecnologia da Informação,890,2026-06-02T00:00:00.000Z,2026-08-16T00:00:00.000Z,https://blog.grancursosonline.com.br/concursos-bahia-ba/,Aberto,2026-06-02T23:33:25.895Z,Diário Oficial de Prefeitura de Salvador,FCC,14667.84
2026-06-07T05:02:31.924Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T05:02:31.922Z,2026-06-25T05:02:31.922Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T05:02:31.922Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T05:02:31.924Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T05:02:31.922Z,2026-06-24T05:02:31.922Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T05:02:31.922Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T09:43:52.323Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T09:43:52.321Z,2026-06-25T09:43:52.321Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T09:43:52.321Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T09:43:52.323Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T09:43:52.321Z,2026-06-24T09:43:52.321Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T09:43:52.321Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T12:06:57.460Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T12:06:57.459Z,2026-06-25T12:06:57.459Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T12:06:57.459Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T12:06:57.460Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T12:06:57.459Z,2026-06-24T12:06:57.459Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T12:06:57.459Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T14:25:39.441Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T14:25:39.439Z,2026-06-25T14:25:39.439Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T14:25:39.439Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T14:25:39.441Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T14:25:39.439Z,2026-06-24T14:25:39.439Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T14:25:39.439Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T15:49:39.636Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T15:49:39.634Z,2026-06-25T15:49:39.634Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T15:49:39.634Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T15:49:39.636Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T15:49:39.634Z,2026-06-24T15:49:39.634Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T15:49:39.634Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T17:45:11.099Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T17:45:11.098Z,2026-06-25T17:45:11.098Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T17:45:11.098Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T17:45:11.099Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T17:45:11.098Z,2026-06-24T17:45:11.098Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T17:45:11.098Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T19:53:00.970Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T19:53:00.969Z,2026-06-25T19:53:00.969Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T19:53:00.969Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T19:53:00.970Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T19:53:00.969Z,2026-06-24T19:53:00.969Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T19:53:00.969Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T21:42:16.836Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T21:42:16.834Z,2026-06-25T21:42:16.834Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T21:42:16.834Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T21:42:16.836Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T21:42:16.834Z,2026-06-24T21:42:16.834Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T21:42:16.834Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-07T23:34:42.823Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-06T23:34:42.821Z,2026-06-25T23:34:42.821Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-03T23:34:42.821Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-07T23:34:42.823Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-06T23:34:42.821Z,2026-06-24T23:34:42.821Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-04T23:34:42.821Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-08T05:09:48.301Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-07T05:09:48.298Z,2026-06-26T05:09:48.298Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-04T05:09:48.298Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-08T05:09:48.301Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-07T05:09:48.298Z,2026-06-25T05:09:48.298Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-05T05:09:48.298Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-08T11:23:57.017Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-07T11:23:57.015Z,2026-06-26T11:23:57.015Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-04T11:23:57.015Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-08T11:23:57.017Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-07T11:23:57.015Z,2026-06-25T11:23:57.015Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-05T11:23:57.015Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-08T16:33:47.006Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-07T16:33:47.004Z,2026-06-26T16:33:47.004Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-04T16:33:47.004Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-08T16:33:47.006Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-07T16:33:47.004Z,2026-06-25T16:33:47.004Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-05T16:33:47.004Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-08T20:37:51.626Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-07T20:37:51.624Z,2026-06-26T20:37:51.624Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-04T20:37:51.624Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-08T20:37:51.626Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-07T20:37:51.624Z,2026-06-25T20:37:51.624Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-05T20:37:51.624Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-08T23:43:03.535Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-07T23:43:03.533Z,2026-06-26T23:43:03.533Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-04T23:43:03.533Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-08T23:43:03.535Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-07T23:43:03.533Z,2026-06-25T23:43:03.533Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-05T23:43:03.533Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T04:43:08.499Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T04:43:08.498Z,2026-06-27T04:43:08.498Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T04:43:08.498Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T04:43:08.499Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T04:43:08.498Z,2026-06-26T04:43:08.498Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T04:43:08.498Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T10:07:08.558Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T10:07:08.556Z,2026-06-27T10:07:08.556Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T10:07:08.556Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T10:07:08.558Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T10:07:08.556Z,2026-06-26T10:07:08.556Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T10:07:08.556Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T13:21:28.634Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T13:21:28.632Z,2026-06-27T13:21:28.632Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T13:21:28.632Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T13:21:28.634Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T13:21:28.632Z,2026-06-26T13:21:28.632Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T13:21:28.632Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T17:07:41.931Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T17:07:41.929Z,2026-06-27T17:07:41.929Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T17:07:41.929Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T17:07:41.931Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T17:07:41.929Z,2026-06-26T17:07:41.929Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T17:07:41.929Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T20:24:04.177Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T20:24:04.175Z,2026-06-27T20:24:04.175Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T20:24:04.175Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T20:24:04.177Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T20:24:04.175Z,2026-06-26T20:24:04.175Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T20:24:04.175Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T22:02:25.856Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T22:02:25.854Z,2026-06-27T22:02:25.854Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T22:02:25.854Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
2026-06-09T22:02:25.856Z,Concurso TJ-BA 2026 - Analista Judiciário - Área de TI e Computação,"Tribunal de Justiça da Bahia abre vagas imediatas para profissionais de TI nas especialidades de Banco de Dados, Redes de Computadores e IA. Banca Cebraspe.",TJ-BA,Superior,Tecnologia e Informática,25,2026-06-08T22:02:25.854Z,2026-06-26T22:02:25.854Z,https://www.tjba.jus.br/portal/concursos/,Aberto,2026-06-06T22:02:25.854Z,Diário Oficial de TJ-BA,Cebraspe,10450
2026-06-09T23:48:23.533Z,Concurso Prefeitura de Salvador 2026 - Edital 04/2026 - Vagas na área de TI,"Concurso da Prefeitura de Salvador abre vagas imediatas para Analista de Tecnologia da Informação nas especialidades de Engenharia de Software, Infraestrutura de Redes e Segurança. Banca FGV.",Prefeitura de Salvador,Superior,Tecnologia da Informação,40,2026-06-08T23:48:23.402Z,2026-06-27T23:48:23.402Z,http://www.concursos.salvador.ba.gov.br/,Aberto,2026-06-05T23:48:23.402Z,Diário Oficial de Prefeitura de Salvador,FGV,9200
